accel_rms_mean,accel_rms_std,accel_delta,accel_roc,velocity_rms_z,peak_to_rms_ratio,motor_temp_delta,humidity_trend,load_pct,load_variance,multivariate_score
30.73,10.28,8.36,-4.77,-0.559,1.25,6.6,0.265,0.269,50.0,0.141
29.49,7.19,0.65,1.04,0.29,1.29,23.6,0.495,0.582,17.0,0.248
30.06,12.27,7.71,4.27,-0.39,1.42,7.3,0.473,0.714,12.5,0.08
28.8,13.5,8.09,-0.77,-0.872,1.56,11.2,-0.297,0.679,42.8,0.068
24.58,2.55,4.18,-1.82,1.284,1.62,13.4,-0.16,0.127,10.0,0.341
27.69,4.24,-9.15,4.39,1.305,1.48,18.6,0.277,0.599,33.5,0.392
29.32,7.38,5.44,-2.2,-1.071,1.96,10.9,0.452,0.545,13.2,0.082
29.41,6.07,-9.69,-4.9,0.295,1.45,16.4,-0.278,0.623,33.0,0.399
29.82,7.76,7.16,-4.25,1.366,2.04,23.3,-0.098,0.47,35.8,0.305
27.39,9.28,-0.78,2.84,0.327,1.57,18.9,0.074,0.15,35.0,0.269
26.31,7.49,5.91,-1.46,-0.018,1.28,23.0,-0.169,0.693,20.7,0.387
27.98,5.93,-6.04,0.21,-0.942,1.85,21.1,0.422,0.173,11.9,0.239
24.0,11.84,-8.49,1.08,0.49,2.09,20.4,0.093,0.735,26.5,0.074
22.73,8.87,6.25,4.88,0.489,2.5,24.7,0.348,0.68,49.3,0.164
30.7,4.53,4.89,0.26,-1.499,2.0,7.9,0.344,0.608,8.0,0.179
24.69,10.0,5.52,-1.5,-0.96,1.49,7.4,-0.131,0.143,29.8,0.061
23.03,3.56,-9.75,0.3,-0.297,1.3,13.1,-0.094,0.4,41.1,0.149
27.39,9.24,3.52,2.4,0.329,1.4,13.0,0.143,0.101,19.7,0.228
23.17,9.07,-6.09,-1.76,0.173,1.49,9.5,0.245,0.745,32.1,0.101
23.1,12.93,8.84,-1.3,0.464,1.27,7.7,-0.255,0.283,35.5,0.313
28.11,5.82,-1.24,-4.45,0.355,1.67,20.0,0.27,0.737,5.2,0.366
23.28,5.38,-1.09,3.7,-1.453,2.04,23.5,-0.252,0.747,9.4,0.319
30.15,4.06,7.73,-4.77,1.079,2.23,18.0,-0.299,0.223,14.9,0.351
28.89,3.36,7.47,-3.38,0.859,1.32,20.7,-0.466,0.243,7.8,0.149
24.9,11.54,-0.22,3.34,1.4,2.25,18.9,-0.368,0.322,33.0,0.11
27.89,4.82,2.47,-4.39,-0.909,2.12,12.7,-0.024,0.523,22.1,0.237
29.94,6.1,6.26,3.48,0.611,1.68,20.7,-0.095,0.195,43.2,0.255
26.44,2.52,-8.21,2.95,-0.177,1.58,9.4,-0.386,0.369,36.8,0.285
30.86,8.3,8.46,4.73,-1.265,2.31,19.3,0.376,0.637,43.4,0.167
30.88,11.4,-0.61,-3.58,-0.59,2.47,14.1,0.41,0.808,16.0,0.266
29.1,5.94,1.95,3.54,-1.257,1.47,6.7,0.04,0.689,44.6,0.394
27.31,10.1,3.3,0.77,-0.195,2.29,5.6,0.313,0.285,14.9,0.367
27.43,13.15,7.27,1.29,-0.627,1.28,11.3,-0.299,0.646,30.7,0.349
25.44,7.83,9.05,-2.85,0.158,1.55,17.0,-0.284,0.285,16.4,0.378
22.2,5.75,-5.32,-0.65,0.208,2.3,12.2,-0.373,0.249,7.2,0.281
23.14,12.91,7.86,-0.04,0.723,2.26,23.5,0.135,0.429,32.2,0.364
27.1,4.51,-4.83,0.77,1.375,1.24,16.1,0.141,0.453,19.7,0.342
29.42,6.62,-6.03,-2.82,1.442,1.78,20.2,-0.12,0.241,44.3,0.241
29.87,11.63,-8.21,0.64,-0.883,1.36,7.3,-0.159,0.748,37.2,0.058
25.15,1.98,-5.77,0.41,-0.183,2.46,9.5,-0.14,0.595,24.8,0.195
30.68,13.38,-8.99,-0.02,1.243,1.43,15.2,0.294,0.053,44.6,0.148
29.1,12.67,-6.29,2.67,0.183,1.98,12.8,0.476,0.703,7.3,0.121
26.51,10.34,-3.29,-4.95,-1.063,2.11,15.8,-0.087,0.319,7.0,0.124
29.51,6.31,-8.59,-4.9,0.019,1.73,13.5,0.482,0.089,23.8,0.092
27.41,7.4,5.92,-1.34,0.929,1.53,12.9,0.032,0.546,34.8,0.232
26.44,10.1,-5.7,-1.15,1.469,1.91,24.8,0.317,0.485,22.9,0.393
27.12,3.23,-9.43,0.1,1.29,1.5,12.7,0.294,0.647,25.7,0.337
24.07,3.41,-8.53,-3.52,1.226,2.19,10.4,0.327,0.241,41.3,0.224
25.94,3.64,3.01,3.38,1.25,1.33,15.9,-0.241,0.577,17.1,0.375
27.91,6.72,-0.56,3.66,-0.624,1.24,16.3,-0.187,0.557,31.9,0.185
23.25,9.79,7.24,-3.6,1.035,2.44,12.3,-0.026,0.097,46.3,0.376
26.26,3.36,7.75,-3.0,-1.478,1.44,16.0,0.273,0.797,20.2,0.155
31.12,4.17,5.12,-1.03,-1.374,2.31,19.1,0.291,0.432,22.7,0.378
26.33,12.68,9.61,2.89,-0.149,2.0,11.7,-0.031,0.309,47.7,0.272
23.87,5.78,5.97,-3.95,-0.147,1.41,12.8,0.109,0.79,5.5,0.115
29.5,5.73,-8.97,-3.37,-0.866,1.32,13.5,0.414,0.721,22.9,0.152
24.07,7.41,7.84,1.42,-0.13,1.38,20.8,-0.192,0.67,27.5,0.275
24.74,6.66,0.58,3.65,-0.163,1.95,9.3,-0.383,0.777,18.5,0.29
31.41,11.13,4.13,0.54,1.121,2.29,20.7,-0.05,0.34,33.1,0.133
29.5,5.74,4.52,-2.31,-0.413,2.44,19.6,-0.404,0.785,44.8,0.141
27.55,3.05,-4.78,-4.67,-0.588,2.24,16.1,0.261,0.594,9.9,0.301
29.7,7.02,9.14,-2.67,-0.427,2.21,24.8,0.132,0.495,17.6,0.094
26.76,7.16,7.83,-0.05,0.411,1.39,7.9,-0.267,0.466,41.3,0.069
28.92,5.38,-4.95,4.98,-1.365,1.82,24.4,0.166,0.198,24.8,0.215
28.85,2.44,-6.75,3.54,-0.802,1.87,17.4,0.2,0.538,33.8,0.255
30.42,3.24,-8.12,3.69,-1.38,1.59,20.4,0.371,0.721,6.0,0.312
32.0,12.19,-7.8,3.58,-0.011,2.12,11.3,-0.094,0.605,18.1,0.097
24.59,11.21,3.41,-3.04,1.021,1.45,22.3,-0.011,0.132,46.7,0.375
29.2,3.24,-2.62,1.9,-1.16,1.51,24.4,-0.449,0.445,21.7,0.267
28.55,2.18,-1.52,-1.75,1.457,1.56,21.2,0.324,0.804,9.3,0.356
29.58,10.97,-5.38,-2.67,1.423,1.51,13.1,-0.164,0.711,33.1,0.153
27.99,4.67,-3.67,3.25,0.746,2.11,23.1,-0.29,0.109,21.5,0.381
31.26,8.0,5.64,2.47,-0.619,1.65,6.1,0.287,0.726,40.7,0.138
30.47,3.11,-2.06,2.67,-0.083,1.78,9.7,0.307,0.443,12.5,0.09
24.13,12.11,2.13,-3.57,-0.951,2.44,15.0,0.337,0.779,16.0,0.285
26.29,6.95,4.35,-4.22,-1.479,2.42,19.9,0.277,0.125,38.7,0.348
25.27,4.23,9.07,2.68,0.278,1.66,6.5,0.126,0.749,40.6,0.176
26.55,7.95,-9.29,-0.52,-1.34,2.22,8.8,-0.053,0.613,47.1,0.399
22.72,4.25,-2.92,2.99,-0.513,1.35,8.1,-0.173,0.517,24.0,0.34
25.18,5.82,-7.17,-0.18,-0.923,2.49,12.9,0.313,0.42,37.6,0.172
31.3,4.45,1.53,2.55,-1.06,1.69,21.5,-0.101,0.812,34.8,0.169
23.15,7.34,-1.82,-2.31,0.098,1.62,12.8,0.479,0.304,35.2,0.273
26.54,3.03,-3.68,2.71,-1.337,1.96,11.5,0.374,0.7,45.4,0.318
26.53,11.42,7.13,1.58,0.527,1.45,9.2,-0.175,0.331,14.2,0.216
28.9,10.96,-3.69,2.54,-0.691,1.83,20.6,-0.208,0.634,41.5,0.075
30.54,2.85,-9.97,-2.03,-0.037,1.48,11.5,0.296,0.344,13.4,0.394
24.19,2.35,-7.78,4.15,0.952,1.45,20.3,-0.267,0.726,37.3,0.051
25.18,11.44,2.17,-0.24,1.478,2.3,23.5,-0.277,0.56,7.5,0.366
27.23,3.82,8.68,-4.49,0.654,1.49,18.9,0.435,0.83,12.5,0.244
31.44,6.14,-7.99,-4.77,0.881,2.07,5.2,0.014,0.499,44.4,0.291
26.05,5.47,4.73,-0.61,-0.28,1.95,13.0,-0.353,0.406,28.7,0.235
23.3,8.92,-3.86,-4.95,1.004,1.92,17.2,0.372,0.497,43.3,0.202
26.92,11.69,4.36,0.75,1.179,2.29,11.3,0.433,0.613,30.7,0.33
24.41,11.44,3.4,0.88,-0.672,1.68,12.0,-0.463,0.15,43.0,0.147
26.27,9.66,-2.26,-4.58,-0.036,2.02,22.3,-0.062,0.49,44.1,0.287
23.27,7.68,-9.51,2.73,-1.367,1.53,23.2,-0.085,0.315,46.9,0.317
24.42,11.2,7.4,0.47,-0.276,1.74,17.8,-0.136,0.63,30.7,0.308
31.08,8.54,4.68,-4.13,0.52,1.91,23.0,0.219,0.769,44.3,0.329
23.65,6.22,-7.69,1.48,-0.653,2.2,21.0,-0.204,0.357,8.9,0.181
27.0,10.27,4.11,1.81,0.451,1.67,22.7,0.275,0.462,11.1,0.102
26.78,2.85,6.85,4.39,-0.449,2.06,18.8,0.362,0.067,31.8,0.133
26.89,10.17,3.09,1.15,0.852,1.4,12.9,0.493,0.598,14.2,0.274
25.21,7.65,-9.02,-4.77,-1.416,2.41,10.4,-0.336,0.412,44.4,0.081
27.4,5.04,6.37,3.89,0.268,1.82,16.2,-0.379,0.763,15.5,0.341
24.7,11.27,8.17,-0.69,-0.068,1.61,9.9,0.256,0.539,20.4,0.153
32.03,12.94,3.2,2.26,0.273,1.96,22.8,0.305,0.391,45.5,0.392
26.09,5.66,9.07,2.89,-0.688,1.76,17.7,0.076,0.117,22.1,0.244
25.99,5.86,-0.77,2.99,1.076,1.41,14.8,0.351,0.13,26.7,0.376
26.42,12.96,-3.15,2.7,-1.21,1.23,16.6,-0.271,0.684,48.3,0.303
24.22,5.92,-0.02,-4.97,0.823,1.27,24.5,-0.381,0.633,34.8,0.373
24.57,5.54,-7.91,4.6,-0.692,2.22,22.1,0.274,0.652,10.4,0.079
24.69,8.14,-3.6,-4.0,0.059,2.21,11.7,-0.274,0.708,23.5,0.183
31.78,5.04,0.63,4.23,-1.272,2.35,15.6,0.241,0.689,35.3,0.095
30.95,5.11,-9.68,-4.6,-0.628,1.79,21.3,0.137,0.162,44.9,0.301
29.41,6.35,-4.26,-0.48,-0.394,2.29,21.8,0.036,0.401,10.1,0.15
30.64,7.43,5.79,4.4,1.366,2.1,17.0,0.174,0.651,13.0,0.106
26.81,12.54,-7.62,0.16,0.929,1.24,7.5,-0.083,0.79,8.5,0.07
25.42,13.5,-4.09,-0.47,-0.114,1.26,20.2,0.41,0.463,15.6,0.196
25.1,6.67,-9.87,0.46,-0.327,1.32,21.3,0.443,0.835,8.3,0.198
31.32,11.81,-5.43,-0.42,0.544,2.32,24.7,-0.076,0.073,35.9,0.142
22.56,1.85,-3.99,-3.88,-1.193,2.41,15.9,0.324,0.095,43.6,0.181
25.54,5.6,1.48,4.3,-1.156,1.31,12.3,0.08,0.275,10.9,0.136
28.26,2.2,7.43,-2.48,1.211,1.78,13.6,-0.277,0.329,48.9,0.275
23.74,11.83,-4.11,-3.67,-0.198,2.24,17.3,0.08,0.311,38.9,0.091
31.3,11.45,-7.75,-2.23,0.945,1.48,18.3,-0.488,0.109,44.0,0.253
27.6,5.79,-2.98,-1.17,-0.472,1.88,7.4,0.411,0.056,46.5,0.156
22.19,9.96,-1.56,-2.93,-1.112,2.3,13.4,-0.046,0.279,40.4,0.133
26.39,7.07,-1.85,-0.74,-0.912,2.49,7.9,0.363,0.681,27.9,0.193
24.46,3.93,1.17,-1.31,1.293,1.71,10.4,0.227,0.627,24.0,0.103
23.22,8.94,-1.54,-2.0,-1.233,1.84,14.1,-0.174,0.284,19.5,0.346
24.13,8.49,0.74,4.13,0.0,1.85,15.2,0.029,0.396,15.3,0.357
22.7,4.29,4.38,1.76,-0.816,1.55,12.0,0.06,0.745,23.4,0.181
23.06,9.73,-8.27,4.03,-1.45,1.44,21.5,0.33,0.673,20.9,0.292
31.22,10.85,6.79,0.03,-0.093,1.33,7.1,0.422,0.154,26.3,0.119
26.72,4.68,-3.35,-3.02,0.428,2.37,21.3,0.384,0.739,48.0,0.055
29.95,8.76,-9.84,-0.23,0.256,2.47,9.4,0.215,0.343,24.3,0.059
30.52,8.46,-7.52,-3.0,0.886,2.22,5.1,0.004,0.746,32.6,0.085
23.3,4.33,-5.78,-4.56,0.923,1.26,18.2,-0.31,0.151,5.2,0.197
24.09,7.59,8.26,4.23,0.011,2.5,23.5,0.199,0.555,39.0,0.221
26.1,12.23,-3.14,-2.04,0.006,2.27,16.7,0.053,0.2,8.8,0.053
23.58,12.0,-4.61,3.69,-0.985,2.32,18.4,0.13,0.54,35.6,0.346
26.83,12.67,0.15,-1.8,-0.634,1.94,24.3,-0.485,0.527,25.2,0.308
27.7,9.17,-2.29,1.73,0.866,2.13,17.0,-0.43,0.236,44.8,0.269
23.47,5.74,-4.43,0.3,0.684,1.36,11.8,-0.382,0.286,11.6,0.207
26.83,10.41,5.1,-1.28,1.331,2.39,19.4,-0.051,0.341,28.7,0.094
28.38,7.86,-9.44,-4.18,0.572,1.89,10.4,-0.25,0.367,37.9,0.249
28.86,11.52,9.35,0.36,-1.171,2.41,22.1,-0.425,0.638,34.9,0.347
25.69,8.44,-2.87,-1.08,-0.688,1.35,11.8,-0.293,0.786,33.8,0.34
31.14,11.67,-8.57,4.66,-1.362,1.94,14.1,0.426,0.751,46.7,0.396
23.98,7.9,2.16,-0.63,-0.722,2.13,20.8,0.072,0.473,35.4,0.345
26.65,8.67,-3.31,0.16,-1.292,1.57,5.2,-0.217,0.312,49.7,0.118
26.71,10.55,-1.66,0.76,1.299,2.47,8.3,-0.385,0.752,40.5,0.171
29.78,1.83,-3.73,-4.37,0.618,1.69,17.0,0.268,0.292,44.1,0.144
28.56,6.49,-4.74,-4.28,-1.328,2.0,18.0,0.498,0.091,36.6,0.133
24.31,11.57,0.28,3.02,-1.189,1.36,20.3,0.39,0.682,49.6,0.304
31.9,10.53,1.52,-1.46,-0.797,1.28,10.9,-0.487,0.505,12.4,0.274
25.68,7.5,6.61,-4.06,1.304,1.74,21.0,0.077,0.576,46.5,0.27
23.03,3.16,-9.89,-3.03,1.332,2.07,15.4,-0.445,0.848,37.1,0.067
29.17,8.51,-4.22,-2.79,1.443,2.41,10.7,0.2,0.343,26.8,0.366
26.96,11.67,-7.9,-2.95,0.908,1.63,6.6,0.042,0.725,29.3,0.24
25.87,10.5,-9.43,-4.4,-1.071,1.84,14.9,-0.479,0.671,9.5,0.255
31.46,7.54,-4.74,-3.39,0.898,1.75,7.1,-0.175,0.154,46.4,0.319
28.79,3.25,8.58,1.19,-0.622,1.25,15.4,-0.04,0.508,13.7,0.064
27.2,5.06,8.87,2.45,1.108,1.45,7.1,0.41,0.777,40.5,0.123
31.66,7.29,-1.01,-2.05,-1.427,2.21,11.3,0.012,0.152,48.8,0.117
27.54,13.27,-4.41,0.48,0.509,1.76,17.3,-0.111,0.729,19.4,0.335
23.78,7.5,9.81,2.83,-1.359,2.33,7.8,0.005,0.601,43.4,0.234
28.92,2.32,-7.64,2.53,-0.863,1.72,11.5,0.407,0.571,6.9,0.076
22.51,4.78,0.45,-2.85,1.03,1.22,19.3,-0.298,0.565,39.8,0.4
26.65,5.86,6.1,4.93,0.875,2.13,8.3,-0.064,0.408,21.8,0.372
30.49,4.87,-7.17,2.99,-0.981,1.27,9.5,0.349,0.377,13.1,0.254
27.36,6.04,9.77,-3.05,0.699,1.34,23.5,-0.237,0.108,30.1,0.364
22.65,8.55,-1.19,2.8,0.117,2.18,18.2,0.187,0.238,26.3,0.277
23.79,4.99,-0.62,-4.98,0.841,1.8,14.9,0.38,0.532,23.9,0.266
25.87,4.41,-8.58,-3.98,-0.283,1.51,10.0,-0.469,0.181,6.5,0.329
29.62,3.62,-9.87,1.68,0.899,1.25,12.8,-0.443,0.069,10.7,0.075
31.32,13.49,-2.35,-4.64,-0.728,1.62,5.6,-0.162,0.567,33.4,0.221
23.22,7.09,8.9,-0.73,1.356,2.1,13.4,0.444,0.255,35.6,0.194
26.04,4.89,7.38,-2.62,1.009,2.17,23.5,0.168,0.201,45.9,0.207
24.54,7.28,6.19,4.0,1.155,2.25,20.9,0.34,0.8,36.9,0.394
29.72,5.24,7.79,3.41,-0.19,1.7,20.7,-0.456,0.241,22.9,0.137
26.25,2.91,-3.04,5.0,-0.91,1.85,14.9,-0.175,0.241,37.3,0.371
26.83,2.0,-5.75,3.64,1.363,1.74,12.8,-0.009,0.116,25.0,0.297
24.73,12.41,8.12,-3.96,-0.074,1.54,16.9,-0.274,0.139,13.4,0.259
29.67,12.44,0.43,-3.76,-1.007,2.05,19.1,-0.344,0.597,8.4,0.066
31.4,10.48,-1.49,-1.37,-0.081,1.26,20.4,0.191,0.604,23.9,0.213
27.24,4.43,-0.78,3.58,-1.462,1.53,7.6,-0.272,0.324,5.2,0.378
30.22,9.6,-6.29,-3.26,-1.091,1.51,14.3,0.059,0.823,24.9,0.374
25.82,8.36,0.18,-1.33,-0.228,1.27,12.5,-0.329,0.421,29.2,0.149
30.16,4.5,-1.95,3.85,-0.436,1.4,13.4,-0.091,0.763,38.5,0.067
29.54,11.46,-2.98,2.32,-1.429,1.49,24.9,0.452,0.794,21.3,0.195
30.85,10.56,-1.5,-1.17,1.046,2.27,20.5,-0.196,0.249,6.3,0.179
22.92,4.12,-2.37,2.66,1.337,1.36,13.6,-0.442,0.715,31.2,0.296
24.22,13.19,-0.54,-0.93,0.816,2.31,6.0,-0.493,0.638,32.1,0.054
24.04,12.4,9.68,1.46,-0.343,2.13,12.0,0.065,0.791,41.9,0.325
26.11,5.22,-5.85,4.9,-0.38,2.08,18.7,-0.385,0.71,30.7,0.061
28.96,6.32,0.09,2.53,-0.729,2.15,14.6,0.18,0.588,42.6,0.112
24.63,12.02,-5.28,-4.94,0.17,1.46,13.9,-0.108,0.837,19.7,0.215
28.88,11.24,-5.19,-0.81,-1.449,1.81,16.5,-0.333,0.614,32.1,0.101
22.79,4.96,-9.56,2.41,-0.623,2.3,13.7,-0.133,0.461,16.1,0.336
30.15,7.6,-4.25,-2.79,-0.915,1.23,16.1,-0.481,0.416,30.8,0.248
27.59,2.38,3.48,3.21,0.11,1.95,16.6,0.114,0.27,12.2,0.099
29.78,9.32,6.38,-0.85,-1.456,2.46,6.7,-0.49,0.691,19.3,0.09
26.79,12.74,-6.77,1.07,-0.215,1.71,15.7,-0.348,0.131,29.3,0.148
25.32,12.09,2.9,3.19,-1.328,1.61,16.0,-0.238,0.505,40.6,0.073
23.0,8.18,2.75,-2.63,1.047,2.28,24.5,0.144,0.11,12.5,0.185
23.23,11.38,-1.24,2.91,0.911,1.62,7.4,-0.421,0.528,25.3,0.325
24.3,4.06,-8.01,1.48,0.547,2.38,17.7,-0.057,0.781,25.5,0.165
24.76,11.0,-8.74,-4.92,-1.111,1.46,6.7,-0.332,0.387,48.0,0.175
26.19,8.76,-1.05,1.06,0.948,1.44,12.8,0.154,0.567,34.2,0.367
26.27,13.46,-3.26,-3.98,-0.036,2.21,16.2,-0.499,0.214,13.8,0.103
29.08,12.35,3.47,-1.44,0.165,1.47,17.3,-0.365,0.252,40.7,0.337
31.2,8.01,-7.87,3.86,-1.089,2.26,23.1,-0.276,0.523,33.0,0.357
24.3,9.62,5.86,0.24,0.836,1.64,12.6,-0.127,0.513,12.1,0.117
31.29,4.36,-3.1,-3.74,-1.303,2.35,21.6,-0.001,0.346,13.2,0.337
24.02,10.22,3.68,3.72,1.494,1.91,17.7,0.071,0.591,28.3,0.075
31.45,2.74,-2.6,4.92,-0.037,1.57,12.9,0.386,0.292,17.5,0.188
27.55,5.88,-4.96,-4.07,-1.01,2.12,8.7,-0.281,0.262,36.8,0.363
25.25,8.72,8.86,0.34,0.264,1.62,14.0,-0.211,0.487,26.3,0.053
23.59,6.06,4.6,-3.7,-1.205,1.98,18.3,0.335,0.271,34.2,0.354
27.53,8.82,-6.3,-4.09,-0.164,1.67,11.1,0.279,0.429,17.5,0.318
28.18,1.92,-1.89,-3.14,-1.094,2.18,16.4,-0.254,0.456,9.1,0.094
28.22,5.53,2.09,-2.35,-1.316,2.37,15.5,0.067,0.329,16.0,0.237
22.92,11.39,8.47,-4.0,-0.732,1.75,10.6,-0.13,0.066,20.5,0.385
25.83,3.74,9.93,4.63,1.346,2.37,14.0,0.17,0.628,13.2,0.281
31.19,12.32,5.66,-1.11,-0.583,1.22,22.0,-0.032,0.481,45.3,0.105
28.22,6.56,8.29,2.39,-0.331,2.01,10.4,-0.434,0.555,41.1,0.36
23.75,5.58,8.53,-1.78,0.652,1.46,16.2,0.145,0.358,36.3,0.148
22.22,11.41,-2.27,-4.89,1.479,2.05,22.7,0.04,0.086,12.7,0.106
23.79,10.87,-0.81,0.76,1.055,1.87,7.1,0.403,0.198,41.1,0.208
25.8,11.52,-2.37,3.74,1.398,1.88,18.7,0.46,0.582,8.6,0.162
22.83,10.29,6.94,-0.11,0.944,2.47,7.2,0.027,0.145,33.1,0.155
30.37,8.93,-6.65,-4.12,0.977,2.16,23.3,0.156,0.21,31.7,0.27
22.2,5.27,2.4,2.05,1.382,1.37,7.0,-0.013,0.336,5.4,0.374
23.27,5.2,-5.84,3.66,0.324,1.61,8.1,-0.077,0.436,20.0,0.171
24.55,11.1,-9.44,-0.53,0.76,1.6,22.6,-0.309,0.319,24.6,0.2
30.86,3.39,-2.37,-4.93,-1.37,2.25,23.9,-0.239,0.541,35.3,0.301
22.23,11.9,-8.9,1.22,-1.228,1.72,10.5,-0.044,0.411,25.8,0.384
24.83,12.47,2.61,1.22,1.284,1.48,17.8,0.287,0.493,35.1,0.221
30.7,12.79,0.26,-1.55,-0.482,2.32,5.7,-0.33,0.293,33.7,0.369
25.11,3.73,6.32,-3.87,1.249,1.6,21.2,0.082,0.084,34.7,0.108
29.54,6.41,2.88,3.47,0.363,2.14,15.9,0.077,0.634,9.4,0.379
23.79,7.81,-6.21,2.49,0.182,2.46,22.2,0.234,0.731,46.6,0.256
30.22,4.34,-5.83,-4.87,-1.344,1.66,7.3,0.436,0.681,28.9,0.377
27.78,8.86,-4.44,-4.61,0.588,1.75,22.1,-0.23,0.386,10.1,0.383
22.52,6.87,-0.66,3.66,-0.471,1.83,21.3,-0.435,0.344,32.7,0.215
27.7,2.73,6.02,-1.21,0.828,1.58,15.0,-0.049,0.301,46.4,0.263
30.15,8.49,-9.27,1.0,-0.358,1.82,19.8,0.416,0.726,7.2,0.158
27.44,12.37,-9.09,-4.0,-0.619,1.49,23.6,0.1,0.353,9.6,0.336
28.32,1.86,1.16,4.38,-0.524,1.79,15.1,0.358,0.275,12.2,0.207
24.3,10.78,7.96,-1.62,-0.408,1.47,23.3,-0.411,0.63,43.8,0.215
24.05,10.77,3.12,2.67,-0.784,1.36,6.1,-0.434,0.811,5.3,0.104
23.11,4.21,-6.29,-1.61,-0.575,1.37,20.8,0.131,0.675,15.9,0.213
25.21,8.96,9.19,-4.07,1.082,2.3,24.2,-0.461,0.51,24.4,0.165
26.48,9.85,9.07,-1.28,0.595,1.53,12.3,0.093,0.434,12.8,0.256
25.91,8.97,-5.13,2.97,-0.571,2.34,18.4,-0.17,0.426,36.4,0.341
29.08,11.33,7.92,0.86,-0.013,2.01,10.7,0.37,0.426,23.8,0.239
26.48,11.89,7.68,-4.58,-1.445,1.33,14.6,0.304,0.434,48.6,0.257
27.1,8.48,1.28,-4.76,-0.456,2.31,11.2,-0.141,0.796,7.7,0.247
31.01,10.91,-7.97,1.24,0.643,2.12,15.5,-0.217,0.504,42.0,0.192
22.85,4.08,1.26,-3.36,-0.929,1.22,13.5,0.368,0.248,9.7,0.365
25.31,3.81,-2.41,-2.32,-0.639,1.97,13.2,-0.283,0.559,17.6,0.207
28.66,11.72,8.02,2.9,-1.461,2.02,13.0,-0.309,0.786,30.0,0.123
28.61,8.67,-6.28,2.49,0.971,1.63,9.5,0.359,0.445,22.8,0.359
24.79,6.54,-3.1,-2.3,-1.096,1.85,12.1,0.089,0.103,22.0,0.122
26.17,13.18,4.25,-3.59,-0.239,2.44,17.9,0.158,0.765,12.0,0.3
31.29,3.62,-8.94,4.27,-0.093,2.23,10.7,-0.118,0.256,33.4,0.122
24.36,12.35,-7.58,4.75,1.329,2.22,13.0,-0.186,0.844,46.2,0.185
24.8,8.47,9.39,-2.27,0.93,2.19,6.7,-0.029,0.831,21.0,0.197
23.14,3.46,-5.3,2.39,-1.049,2.23,6.3,-0.313,0.063,27.9,0.28
31.17,2.06,-4.3,-2.21,1.482,1.41,12.0,-0.013,0.424,8.8,0.205
30.12,4.94,-6.72,4.1,-0.935,1.45,24.1,-0.318,0.71,17.4,0.237
29.31,10.06,-2.36,-0.1,0.483,1.57,20.1,0.117,0.167,47.0,0.3
26.55,12.45,9.14,2.92,1.101,1.67,22.6,-0.024,0.537,25.9,0.091
25.74,2.1,-4.78,4.07,0.474,2.07,18.4,-0.362,0.478,10.1,0.323
26.68,8.19,-2.29,-0.74,1.336,1.65,21.8,-0.369,0.339,42.2,0.166
23.4,9.77,-6.01,-2.59,1.247,1.7,10.9,0.209,0.575,18.7,0.332
27.2,5.06,0.48,-3.07,-0.346,1.46,11.3,0.067,0.673,34.8,0.333
28.04,10.94,-7.86,2.28,0.231,1.92,11.5,-0.041,0.708,25.0,0.081
27.21,5.29,2.79,1.56,0.833,1.57,12.3,0.408,0.124,17.8,0.059
24.91,3.91,-6.69,1.39,1.425,1.35,24.9,-0.175,0.274,43.4,0.263
29.48,9.68,1.83,-1.02,0.174,2.47,19.5,-0.043,0.539,29.3,0.187
24.93,2.59,-3.13,-4.72,-0.547,1.81,19.3,-0.267,0.413,9.0,0.285
31.0,13.27,-9.54,-1.8,-0.537,1.96,11.5,-0.358,0.637,46.8,0.182
22.78,5.1,5.21,-2.73,1.261,1.92,23.8,-0.116,0.368,8.1,0.395
23.91,3.53,4.35,4.5,0.625,2.06,17.2,-0.444,0.253,15.7,0.302
23.73,8.74,-7.58,4.25,0.224,1.47,10.6,0.331,0.501,13.5,0.268
29.68,8.61,5.04,-2.26,-0.514,2.3,19.4,-0.02,0.572,34.8,0.147
27.66,6.68,-4.41,-1.55,-0.213,2.29,6.0,0.259,0.836,15.5,0.335
28.84,3.12,6.13,3.78,-0.108,1.7,18.0,0.265,0.456,6.0,0.244
29.19,12.78,6.41,4.63,-0.418,1.45,22.1,0.047,0.333,29.4,0.238
26.8,5.89,-6.98,-3.72,-1.062,1.2,22.8,-0.074,0.64,5.9,0.187
27.69,10.74,5.85,-3.78,-1.198,1.64,21.9,-0.366,0.183,14.4,0.057
25.97,4.16,8.17,2.11,1.312,2.29,18.0,0.226,0.31,25.2,0.088
30.02,8.95,-1.35,-4.82,-1.318,1.29,17.3,-0.196,0.465,23.1,0.142
24.78,5.75,8.65,-4.62,0.01,1.99,9.5,-0.286,0.522,37.6,0.327
26.22,8.15,2.56,1.29,0.443,1.44,22.2,-0.37,0.458,37.2,0.188
29.09,5.91,-6.26,-2.25,-0.472,1.34,14.1,-0.049,0.616,21.7,0.088
26.4,4.12,4.31,-4.09,1.005,1.85,15.8,0.308,0.68,5.7,0.109
24.24,5.34,0.51,0.15,-1.416,1.55,12.9,0.113,0.066,20.0,0.21
23.58,2.08,-3.36,-4.97,-0.569,2.22,15.1,-0.331,0.238,40.2,0.233
